emp_no,first_name,last_name,from_date,salary,title
208212,Bangqing,Lagarias,1988-10-21,61687,Staff
107689,Shaowen,Krybus,1996-06-05,40000,Staff
15055,Shrikanth,Sherertz,1991-07-16,40000,Staff
107670,Vishu,Picaronny,1995-08-23,40000,Staff
107570,Zine,Lueh,1985-03-21,40000,Staff
107533,Dipayan,Siepmann,1997-11-05,94838,Staff
250413,Shooichi,Teitelbaum,1996-06-04,40197,Staff
107517,Haldon,Nannarelli,1996-08-20,69243,Staff
107508,Rajmohan,Mapelli,1998-04-21,91591,Staff
107495,Jaber,Buchter,1999-01-18,61084,Staff
107477,Cullen,Eppinger,1989-08-25,81279,Staff
107474,Taiji,Goodrum,1988-02-24,90921,Staff
107472,Sachio,Conti,1998-06-21,44877,Staff
250414,Snehasis,Rosenbaum,1997-05-06,40000,Staff
107468,Kellie,Pelz,1999-03-08,46298,Staff
107450,Vivian,Munck,1997-04-04,49562,Staff
107406,Chanjung,Bernick,1999-08-23,61878,Staff
107399,Yuqun,Ramamoorthy,1998-04-19,77395,Staff
107366,Oscar,Feinberg,1991-09-22,46152,Staff
208334,Mani,Linares,1997-02-20,50804,Staff
259435,Marc,Bahk,1995-11-08,71625,Staff
208344,Youssef,Gerteisen,1995-11-28,48582,Staff
107341,Felicidad,Garnick,1990-06-13,43265,Staff
14983,Hyuckchul,Pouyioutas,1988-12-26,86754,Staff
107330,Navid,Bednarek,1999-09-23,72573,Staff
107327,Jahangir,Jeansoulin,1998-08-14,46585,Staff
208392,True,Lamparter,1991-05-14,50403,Staff
14978,Fay,Swan,1993-10-05,75352,Staff
32164,Isamu,Penttonen,1995-06-04,89304,Staff
32150,Chenxi,Narwekar,1986-03-11,71626,Staff
261431,Xuedong,Ranta,1989-03-05,98858,Staff
208427,Satosi,Ouhyoung,1997-10-03,40000,Staff
32142,Divier,Pappas,1997-03-10,52338,Staff
250464,Florian,Gimbel,1989-07-23,85561,Staff
259443,Yongmin,Ramsay,1996-05-14,54838,Staff
261435,Arnd,Coney,1999-02-11,46239,Staff
107295,Arif,Isaac,1998-09-07,58835,Staff
107293,Haldon,Ballarin,1999-02-16,91575,Staff
107285,Valeri,Alameldin,1985-10-01,40981,Staff
208479,Teiji,Chinal,1997-08-19,40000,Staff
107270,Jianhua,Krogh,1998-07-24,40000,Staff
208486,Chenye,Iwayama,1994-01-06,53104,Staff
107261,Arunas,Murtha,1997-06-07,79080,Staff
107258,Parviz,Zaumen,1999-03-25,87036,Staff
250473,Miomir,Raoux,1996-02-09,45298,Staff
208501,Clyde,Chiodo,1991-12-20,44866,Staff
107245,Horward,Docker,1996-05-05,68492,Staff
107136,Sadun,Penz,1994-08-25,58263,Staff
250475,Aruna,Copas,1999-12-11,55537,Staff
32138,Anyuan,Facello,1989-12-06,61638,Staff
250478,Shaleah,Casley,1987-05-05,62935,Staff
208533,Tzvetan,Massonet,1990-06-06,62061,Staff
32078,Subir,Cappello,1997-06-15,40000,Staff
14973,Fumitaka,Schaad,1995-12-01,63316,Staff
107065,Stafford,Pusterhofer,1996-11-18,40000,Staff
107032,Navid,Schlenzig,1987-12-01,84400,Staff
11144,Carrsten,Heinisuo,1996-07-19,56144,Staff
208563,Haldun,Sury,1999-10-22,40000,Staff
208573,Xiaoheng,Olivero,1997-03-23,60302,Staff
107019,Noritoshi,Majewski,1988-11-08,81407,Staff
208582,Hideyuki,Khamsi,2000-03-06,40000,Staff
107011,Gritta,Kitai,1994-07-22,84601,Staff
107009,Pranjal,Harllee,1994-09-11,57437,Staff
32062,Janalee,Onuegbe,2002-01-18,86879,Staff
106999,Marit,Hambrick,1996-05-03,69075,Staff
250499,Arif,Aseltine,1987-03-10,97241,Staff
106992,Nathan,Denis,1997-06-09,96871,Staff
106987,Naftali,Gist,1985-09-20,40000,Staff
106946,Oksana,Luiz,1985-12-07,100204,Staff
106942,Eckart,Klassen,1990-06-11,50073,Staff
208638,Khatoun,Zobel,1998-12-23,92152,Staff
106914,Ayakannu,Zuberek,1987-01-20,40000,Staff
106902,Mark,Pillow,1998-03-03,62833,Staff
32049,Khalid,Rattan,1997-04-02,40000,Staff
106897,Susanna,Chaudhury,1986-10-06,86978,Staff
106890,Mingdong,Demian,1999-03-25,75191,Staff
32043,Muzhong,Cooman,1996-07-07,40164,Staff
106834,Nalini,Gips,1993-03-11,62543,Staff
250515,Zissis,Schach,1986-03-03,41651,Staff
32027,Mong,Sidhu,1992-02-03,75407,Staff
208696,Wonhee,Bridgland,1998-08-27,54248,Staff
259466,Genki,Aseltine,1995-08-02,67787,Staff
106819,Takahira,Coombs,1988-08-20,50336,Staff
106815,Kwangjo,Varley,1996-06-29,40000,Staff
106764,Bedrich,Bernardinello,1986-03-12,41988,Staff
106756,Arup,Suessmith,1998-10-16,71811,Staff
208717,Sadok,Himler,1994-12-03,43349,Staff
106751,Sushant,Salvesen,1995-08-05,94725,Staff
31975,Keung,Trogemann,1998-12-16,40000,Staff
106719,Ulises,Baca,1990-04-23,76724,Staff
259467,Marit,Majewski,1994-01-15,65770,Staff
250532,Masako,Zongker,1997-05-15,50036,Staff
208742,Heather,Ruther,1998-01-26,75944,Staff
208746,Hatsukazu,Schaaf,1998-05-23,50597,Staff
208750,Leif,Thummel,1996-06-09,41917,Staff
106707,Zsolt,Boguraev,1997-08-01,69081,Staff
208766,Masadi,Ashish,1992-06-27,76829,Staff
106684,Tayeb,Unno,1990-09-09,70215,Staff
106654,Remmert,Muhlberg,1998-09-24,67710,Staff
208785,Narain,Brookner,1991-08-22,40000,Staff
208786,Jingling,Streit,1992-04-17,53620,Staff
14906,Adil,Parveen,1987-12-11,54758,Staff
208795,Ayakannu,Pargas,1986-04-05,40000,Staff
208802,Berthier,Attimonelli,1996-05-17,77977,Staff
106634,Ingmar,Rettelbach,1993-05-02,77974,Staff
31966,Perry,Tetzlaff,1989-12-22,40000,Staff
106561,Xiaoheng,Tokunaga,1998-05-23,40000,Staff
259471,Owen,Baek,1998-11-11,91727,Staff
250556,Zito,Guting,1993-11-11,71283,Staff
208840,Sangeeta,Badr,1999-01-18,74774,Staff
11139,Bogdan,Homond,1990-05-11,63596,Staff
208849,Fei,Lanphier,1997-04-21,57595,Staff
208854,Krassimir,Zhang,1998-08-19,52428,Staff
106548,Nechama,Masada,1998-06-03,40000,Staff
106527,Jaewon,Preusig,1989-04-25,40000,Staff
106501,Hyuncheol,Masamoto,2000-04-08,40000,Staff
259482,Kotesh,Veccia,1994-07-01,40000,Staff
106482,Alselm,Selenyi,1986-06-25,77323,Staff
106465,Nidapan,Guting,1987-07-25,40000,Staff
106463,Janalee,Poulakidas,1996-06-04,41222,Staff
250576,Shalesh,Shimshoni,1999-04-04,40000,Staff
31910,Koldo,Vingron,1996-07-27,40000,Staff
31898,Laurentiu,Bierman,1995-12-15,42311,Staff
106451,Jiong,Tibblin,1989-08-01,67407,Staff
208909,Teruyuki,Narlikar,1992-08-21,40000,Staff
208915,Masato,Ernst,1993-08-08,67885,Staff
106364,Bowen,Muhlberg,1989-12-30,40000,Staff
208918,Huai,Rodham,1996-02-13,40825,Staff
208920,Roddy,Tibblin,1990-09-05,88093,Staff
250585,Hatem,Poupard,1991-05-28,40278,Staff
106361,Kristinn,Schrift,1998-10-10,47042,Staff
106313,Haldon,Journel,1990-07-10,42710,Staff
106288,Gil,Strandh,1995-01-18,40000,Staff
31890,Dekang,Shiratori,1999-05-26,72616,Staff
14899,Alejandro,Casley,1995-11-27,64365,Staff
208969,Susuma,Beetstra,2002-04-18,51255,Staff
208972,Phuoc,Marwedel,1995-04-25,66390,Staff
106283,Yongmao,Matzen,1997-10-16,40000,Staff
208978,Shaowei,Provine,1993-08-08,40000,Staff
106278,Chanjung,Nooteboom,1987-01-16,83509,Staff
106274,Sahrah,Wiegley,1996-04-01,58401,Staff
250598,Kristinn,Itschner,1989-01-16,40000,Staff
106253,Along,Brodie,1991-10-12,40000,Staff
106225,Salvador,Gerlach,1993-03-16,52410,Staff
106198,Ayakannu,Uhrig,1988-09-20,58620,Staff
106191,Nishit,Hedayat,2000-01-05,52154,Staff
106186,Gonzalo,Sewelson,1987-09-07,102905,Staff
106141,Premsyl,Stavenow,1994-09-07,55829,Staff
106133,Guadalupe,Heijenga,1990-11-27,62184,Staff
106104,Magdalena,Lueh,1993-10-31,40000,Staff
209035,Foong,Syang,1999-03-08,43069,Staff
106098,Barry,Demke,1998-08-18,40000,Staff
106095,Zengping,Staelin,1988-02-21,42341,Staff
209045,Kazuhiro,Staelin,1996-04-15,66149,Staff
106091,Mark,Nittel,1988-04-12,50394,Staff
14881,Demos,Mateescu,1995-04-11,67611,Staff
31889,Elgin,Kalafatis,1992-02-17,40000,Staff
250624,Mayuri,Oehlmann,1997-10-23,86552,Staff
209070,Shahab,McClure,1997-04-25,41975,Staff
106040,Atreye,Terekhov,1987-04-15,48790,Staff
209084,Tsvetan,Falco,1999-07-25,40000,Staff
209087,Amabile,Sudbeck,1998-09-22,53097,Staff
106029,Shaunak,Kalorkoti,1989-05-13,69197,Staff
106011,Youpyo,Takanami,1986-02-02,73579,Staff
14842,Anneke,Godskesen,1991-06-26,46685,Staff
105977,Fox,Cooley,1994-05-06,88835,Staff
105965,Djelloul,Kolvik,2000-01-02,60694,Staff
105956,Sudharsan,Rodier,1999-05-05,73316,Staff
250645,Munenori,Eugenio,1989-07-28,68876,Staff
209143,Matk,Picht,1992-01-03,74167,Staff
105926,Shahid,Mansanne,1985-09-12,56038,Staff
250652,Eran,Brendel,1988-12-28,42728,Staff
105921,Willard,Gubsky,1986-01-31,53323,Staff
209153,Vincent,Fraisse,1995-06-19,110574,Staff
105879,Maha,Dehkordi,1995-07-19,77958,Staff
105852,Filipe,Beetstra,1989-12-26,61179,Staff
105836,Marit,Farrar,1991-02-09,44911,Staff
105831,Tristan,Hiraishi,1996-06-09,64590,Staff
209168,Guttorm,Tsukune,1994-07-13,69171,Staff
105800,Golgen,Baig,1992-05-10,85698,Staff
31852,Byong,Spieker,1989-05-09,40000,Staff
105791,Jungsoon,Kading,1998-09-22,52748,Staff
105768,Danny,Bashian,1993-08-24,68425,Staff
105766,Boutros,Callaway,1994-02-22,40239,Staff
209187,Shigeaki,Usery,1987-05-12,54680,Staff
105764,Kwangho,Schach,1996-08-02,40000,Staff
105763,Yonghong,Gajiwala,1997-07-09,43492,Staff
105742,Sampalli,Valtorta,1998-02-10,40000,Staff
105722,Maik,Riefers,1997-12-28,71753,Staff
105706,Adhemar,Grandbois,1996-06-27,49156,Staff
105686,Adin,Kroha,1989-09-30,48303,Staff
209217,Gita,Leslie,1993-01-21,42709,Staff
105682,Kerhong,Juneja,1986-12-26,71347,Staff
105680,Otilia,Mungall,1995-07-13,40000,Staff
105675,Mahendra,Nourani,1989-01-28,40000,Staff
14828,Christfried,Kropf,2000-07-14,45410,Staff
105662,Jinpo,Hoogerwoord,1986-05-03,45070,Staff
105646,Janalee,Pearson,1994-06-20,55140,Staff
105634,Szabolcs,Mullainathan,1996-10-19,50519,Staff
105618,Kazunori,Bugaenko,1998-11-23,40000,Staff
105613,Hironoby,Ressouche,1999-02-01,56099,Staff
105601,Shridhar,Skafidas,1987-07-16,40000,Staff
209263,Shigeichiro,Picht,1998-07-26,74086,Staff
105595,Gino,Hmelo,1989-06-09,69111,Staff
31811,Zine,Raney,1999-10-19,79747,Staff
105593,Kankanahalli,Liesche,1988-10-27,40000,Staff
250682,Bodo,Rosenbaum,1995-05-22,80723,Staff
105572,Vivian,Haldar,1990-05-11,74472,Staff
31804,Aris,Masand,1991-05-22,78831,Staff
105521,Toshiko,Hofman,1987-11-02,57333,Staff
105500,Fun,Beznosov,1991-03-30,55354,Staff
105487,Kolar,Wursthorn,1996-10-08,62047,Staff
250686,Jordanka,Murtha,1999-05-08,40000,Staff
14826,Pohua,Radivojevic,1996-07-10,91205,Staff
209314,Aksel,Mukaidono,1996-09-08,40000,Staff
31774,Aron,Erie,1996-04-12,75561,Staff
209320,Candida,Piancastelli,1985-11-17,49620,Staff
105452,Juyoung,Welham,1999-06-19,63027,Staff
105451,Yuriy,Kisuki,1998-06-28,95811,Staff
105442,Sergi,Bratten,1992-08-27,63697,Staff
31770,Weiyi,Couchot,1986-02-16,66188,Staff
209336,Mabhin,Polajnar,2001-08-04,40000,Staff
105437,Luerbio,Majewski,1989-08-24,103639,Staff
105428,Srinidhi,Salvesen,1997-03-17,47524,Staff
105406,Hongzhu,Viele,1988-01-23,40000,Staff
209350,Weiwu,Collavizza,1998-01-02,68894,Staff
105396,Sajjan,Strehl,1999-11-18,65691,Staff
209356,Tesuro,Jansen,1992-07-20,66004,Staff
105369,Augustine,Cooke,1996-11-24,57738,Staff
250711,Rosine,Koshiba,1985-08-01,45505,Staff
105345,Yucai,Schauser,1998-10-01,51213,Staff
209381,Satosi,Danecki,1994-02-14,40000,Staff
105324,Uwe,Morton,1996-09-05,40000,Staff
105311,Mohammad,Conry,1996-10-10,62523,Staff
31766,Rance,Masand,1989-10-29,71487,Staff
209394,Tristan,Sundgren,1997-12-12,49666,Staff
105303,Lihong,Gulak,1995-05-12,40000,Staff
209396,Martijn,Cronan,1991-05-18,53987,Staff
105302,Matt,Gyimothy,1991-12-20,40000,Staff
105296,Conor,Peha,1999-05-07,78182,Staff
209408,Nevin,Sanella,1996-06-18,63702,Staff
105278,Hisao,Gyimothy,1990-03-14,40000,Staff
105264,Chrisa,Simkin,1996-07-10,56850,Staff
105239,Bartek,Perl,1993-05-11,68174,Staff
209419,Vugranam,Kabayashi,2000-03-17,40000,Staff
105228,Danco,Stroustrup,1998-11-21,47866,Staff
261440,Susanta,Reeken,1989-07-13,52088,Staff
31750,Fabrizio,DuBourdieux,2001-07-16,103725,Staff
209442,Demos,Marzano,1998-06-14,50237,Staff
31743,Lihong,Sinitsyn,1996-05-21,62219,Staff
209453,Idoia,Iisaku,1990-04-17,41285,Staff
209462,Rimli,Jeong,1998-01-01,66711,Staff
31742,Pramod,Vendrig,1998-08-29,48750,Staff
105226,Murthy,Menyhert,1999-08-03,55174,Staff
209467,Shan,Vieth,1995-08-18,42314,Staff
105221,Tuval,Hatcliff,1999-08-04,44801,Staff
209470,Zito,Farris,1996-12-28,64726,Staff
14814,Odysseas,Nishimukai,1987-10-27,40000,Staff
105198,Manu,Rosaz,1998-10-05,49357,Staff
209478,Kasidit,Nitta,1985-08-09,40000,Staff
105146,Martins,Katzenelson,1985-10-28,45494,Staff
209502,Holgard,Sudbeck,1988-02-05,46480,Staff
31740,Goo,Domenig,1995-02-12,40000,Staff
209535,Hirochika,Chinal,1995-02-16,71917,Staff
105132,Along,Rohrbach,1999-03-04,42110,Staff
105122,Martins,Schaap,1990-10-20,73833,Staff
105091,Masaki,Perly,1999-03-19,40000,Staff
14724,Aron,Lemarechal,1986-09-10,66530,Staff
105071,Jeong,Gluchowski,2002-01-21,41988,Staff
105044,Hairong,Pouyioutas,1997-11-19,79737,Staff
105032,Isamu,McClurg,1991-07-26,88124,Staff
105010,Subbu,Chiodo,2000-01-03,40934,Staff
104992,Toshimo,Bottner,1994-05-18,88987,Staff
209577,Shaz,Viele,1998-04-03,91815,Staff
104979,Almudena,Journel,1992-08-05,40000,Staff
104974,Danel,Nergos,1995-03-05,53407,Staff
250747,Tomofumi,Bahr,1997-05-21,44632,Staff
250754,Marlo,Wixon,1998-09-21,40000,Staff
209604,Samphel,Shrader,1998-04-19,75025,Staff
104967,Hiroyasu,Gerlach,1995-09-24,89156,Staff
104950,Munir,Fordan,1998-07-01,40000,Staff
104948,Yongmao,Showalter,1999-08-28,40000,Staff
209615,Kwangjo,Sankaranarayanan,1996-03-08,54252,Staff
209617,Sarita,Lund,1990-02-20,74979,Staff
104931,Kristin,Delaune,1999-12-04,98125,Staff
209624,Mohammad,Cyne,1998-12-07,101793,Staff
31712,Jiang,Dulay,1990-12-13,70751,Staff
259518,Mang,Marciano,1998-03-25,63528,Staff
209639,Maren,Braccini,1989-04-04,75977,Staff
104929,Radhia,Oppitz,1985-05-17,40562,Staff
250777,Sudharsan,Kading,1999-01-30,80385,Staff
209655,Shaibal,Ligten,2000-11-18,40000,Staff
31706,Howell,Redmiles,1990-10-19,69883,Staff
104911,Sanjai,Kruskal,1997-03-10,40000,Staff
250785,Khue,Falster,1999-06-07,85479,Staff
209672,Basant,Pellegrinelli,1994-07-05,65334,Staff
104870,Nectarios,Peltason,1989-04-11,94450,Staff
104846,Munehiro,Shackell,1995-03-25,82156,Staff
104815,Ramya,Skrikant,1995-03-22,72840,Staff
104785,Przemyslawa,Porotnikoff,1996-07-11,40000,Staff
104772,Yannik,VanScheik,1999-07-11,63539,Staff
104767,Venkatesan,Hinsberger,1985-11-15,44001,Staff
31702,Florian,Isard,1987-04-24,59652,Staff
14717,Willard,Marsiglia,1997-03-12,45421,Staff
104751,Mary,Puoti,1996-12-07,81827,Staff
104748,Xianlong,Bennet,1987-01-18,40000,Staff
104742,Bodh,Haldar,1994-10-08,40000,Staff
250796,Sergi,Tzvieli,1999-03-11,40000,Staff
104722,Van,Emmart,1998-03-25,52894,Staff
104696,Lansing,Aseltine,1986-01-28,40000,Staff
259521,Rajmohan,Birdsall,1997-07-12,40000,Staff
31679,Basant,Koshiba,1991-08-16,58865,Staff
104682,Toshimori,Speek,1988-12-13,60251,Staff
250816,Kazuhide,Ambroszkiewicz,1986-05-07,40344,Staff
104637,Basant,dAstous,1988-02-04,59793,Staff
104615,Berhard,Rothe,1990-11-13,40000,Staff
104610,Fusako,Peak,1994-06-29,61345,Staff
104607,Sungwon,Meszaros,1989-10-04,62188,Staff
104592,Gift,Chinin,1985-10-16,69015,Staff
209829,Froduald,Rosca,1997-12-27,72139,Staff
104569,Szabolcs,Peris,1999-10-19,40000,Staff
250819,Tommaso,Huhdanpaa,1986-06-03,79004,Staff
14693,Brewster,Stranks,1986-05-05,59960,Staff
209872,Breannda,Kaiser,1988-12-15,69265,Staff
250825,Christophe,Perfilyeva,1986-06-30,80146,Staff
104542,Yahiko,Rosaz,1999-01-28,73985,Staff
209890,Ronghao,Radivojevic,1997-03-25,40000,Staff
104529,Yishay,Hitomi,1993-10-01,54637,Staff
104522,Eishiro,Azuma,1994-07-09,75536,Staff
259538,Sreekrishna,Impagliazzo,1999-01-25,107250,Staff
209911,Guenter,Rusterholz,1997-06-04,40000,Staff
104520,Vishv,Neimat,1987-10-06,76708,Staff
104517,Kazuhide,Demri,1986-06-20,66270,Staff
104514,Maren,Binding,1992-01-08,40000,Staff
259541,Jaber,Alblas,1991-11-10,57690,Staff
31674,Jixiang,Bernini,1991-02-07,47707,Staff
209951,Somnath,Lortz,1992-02-25,50669,Staff
209955,Martins,Rosaz,1994-08-17,42098,Staff
31651,Oscal,Zeilberger,1996-01-03,65403,Staff
31577,Xiahua,Munro,1995-05-05,71309,Staff
209977,Doowon,Anily,1999-07-09,68415,Staff
209984,Girolamo,Chiodo,1990-08-08,73719,Staff
209995,Luisa,Wynblatt,1996-10-25,40000,Staff
104435,Holgard,Kampfer,1996-07-31,41518,Staff
104432,Arun,Khalil,1998-03-30,62375,Staff
104402,Gonzalo,Molenaar,1995-06-15,74547,Staff
104392,Laurentiu,Kinley,1999-09-17,80645,Staff
210019,Moni,Portugali,1998-12-07,67444,Staff
104364,Jordanka,Shanbhogue,1989-01-14,95635,Staff
104352,Xiaoheng,Samarati,1988-09-23,59241,Staff
210030,Guther,Heuser,1995-08-05,70357,Staff
104335,Tesuro,Lindqvist,1990-05-04,65374,Staff
10347,Pradeep,Kaminger,1998-02-20,42199,Staff
210042,Alejandra,Hitomi,1996-07-18,84492,Staff
210044,Ymte,Bergere,1985-10-18,62132,Staff
104326,Soenke,Kropatsch,1989-12-24,52612,Staff
210080,Premal,Perl,1997-09-21,61598,Staff
210084,Hitofumi,Lenart,1989-02-24,117985,Staff
31565,Duro,Nourani,1997-06-02,87966,Staff
104287,Angus,Giarratana,1994-05-06,42227,Staff
210098,Mingzeng,Milicic,2002-04-20,63442,Staff
210101,Menkae,Bottner,1999-05-25,69920,Staff
104258,Uma,Claffy,1999-02-01,79783,Staff
210107,Aral,Rattan,1991-09-02,66047,Staff
250873,Khoa,Lortz,1993-07-02,66622,Staff
104247,Xinyu,Kuszyk,1991-03-06,64725,Staff
104241,Jeong,Schapiro,1994-09-16,57717,Staff
104231,Khedija,Callaway,1995-05-06,70936,Staff
31558,Shuzo,Hmelo,1988-05-16,81615,Staff
104211,Khun,Biran,1997-06-11,75010,Staff
14684,Jayesh,Przulj,1998-11-22,68504,Staff
104203,Shigenori,Gyorkos,1999-08-12,72926,Staff
14678,Angus,Constantine,1997-11-26,40000,Staff
250884,Jeanne,Pepe,1993-04-15,40000,Staff
31554,Mitsuyuki,Cochrane,2000-01-22,51589,Staff
210158,Sreekrishna,Chenney,1998-04-05,61619,Staff
104180,Phillip,Kragelund,1999-10-19,40000,Staff
210167,Kish,Schaap,1990-05-16,44280,Staff
104153,Almudena,Chaudhury,1987-02-06,40000,Staff
104135,Yaghout,Servi,1999-11-30,80914,Staff
104126,Torsten,Kolvik,1999-10-24,40000,Staff
250886,Kagan,Busillo,1996-03-06,64747,Staff
104117,Prasadram,Raczkowsky,1998-12-24,40000,Staff
104091,Shrikanth,Mawatari,1987-02-17,88769,Staff
210197,Jaques,Spelt,1995-11-19,75092,Staff
210205,Richard,Cronan,1990-08-06,74754,Staff
31539,Luise,Demian,1999-06-12,40000,Staff
210212,Jongsuk,Vitiello,1987-05-28,40000,Staff
210214,Youpyo,Kavraki,1997-07-29,51368,Staff
104086,Billur,Samarati,1989-03-29,40000,Staff
210224,Felicidad,Thombley,1997-10-27,49300,Staff
104044,Lunjin,Ranst,1999-02-03,64723,Staff
104029,Alper,Pagter,1998-05-30,78220,Staff
104028,Eran,Matteis,1992-08-29,40000,Staff
104011,Masanao,Journel,1997-11-21,68704,Staff
104002,Subbu,Passino,2000-06-22,74271,Staff
103997,Gennady,Schaaf,1990-10-02,47269,Staff
103971,Gritta,Journel,1988-06-13,40000,Staff
103926,Jiafu,Camarinopoulos,1991-09-27,83559,Staff
103905,Chiradeep,Bazelow,2001-11-29,55945,Staff
103878,Uta,Brandsma,1995-07-24,40000,Staff
103850,Oscal,Stenning,1999-03-07,48712,Staff
31519,Selwyn,Angelov,1991-06-06,40000,Staff
210279,Iara,Auria,2001-12-23,40000,Staff
103842,Stevo,Luef,1997-04-08,40000,Staff
103814,Arco,Brlek,1998-08-20,58452,Staff
103785,Heejo,Kropatsch,1999-08-09,57384,Staff
103778,Hiroyasu,Hashii,1992-04-01,50860,Staff
210288,Oscar,DasSarma,1986-04-30,76726,Staff
103772,Vidar,Pollacia,1987-10-25,40000,Staff
103759,Rance,Rajaraman,1997-10-21,47687,Staff
210308,Maik,Chiodo,1990-06-22,79102,Staff
103753,Faiza,Fortenbacher,1995-07-28,40000,Staff
250904,Snehasis,Zykh,1995-05-29,40000,Staff
103745,Tsvetan,Merey,1999-07-28,77508,Staff
103740,Emran,Mandell,1993-04-01,55167,Staff
210327,Bojan,Bade,1996-05-07,60795,Staff
103719,Mrinalini,Piveteau,1993-04-18,71260,Staff
210332,Golgen,Beerel,1995-02-28,40000,Staff
210335,Nigel,Redmiles,1997-04-08,58146,Staff
103717,Kwangjo,Zhang,1999-04-17,40000,Staff
31493,Zhiwei,Gargeya,1999-09-22,65891,Staff
210340,Marsja,Masamoto,1999-03-18,60249,Staff
210341,Tesuro,Ranon,1986-05-05,76767,Staff
259553,Danai,Krychniak,1998-07-08,41057,Staff
103709,Parviz,Maierhofer,1995-01-25,40000,Staff
210349,Persi,Pettey,1997-09-19,78904,Staff
103681,Toney,Rosiles,1987-05-30,40000,Staff
103679,Vasilii,Azuma,1999-05-26,82221,Staff
103670,Bernice,Siepmann,1992-02-03,66848,Staff
103664,Xiaoqiu,Codenie,2000-01-16,71497,Staff
103640,Valeska,Yetto,1993-08-31,40000,Staff
103626,Eckart,Ferretti,1999-06-11,60914,Staff
210400,Chikara,Hempstead,1998-07-27,40000,Staff
103621,Yuqun,Vidya,2000-09-16,45719,Staff
259563,Alenka,Peyn,1994-01-13,45488,Staff
103614,Kwun,Rodite,1995-08-18,57395,Staff
210427,Aleksander,Fritzsche,1991-04-01,58583,Staff
31421,Trygve,Mattern,1998-09-20,40000,Staff
103609,Krassimir,Wiegley,1990-02-22,87415,Staff
210437,Aleksandar,Pettis,1986-11-14,44194,Staff
103583,Arno,Gulla,1995-11-13,50256,Staff
103576,Suzette,Picci,1998-04-22,40000,Staff
210465,Felicidad,Brattka,1991-03-12,76905,Staff
103558,Adel,Unni,1987-12-25,68004,Staff
103553,Shaleah,Gill,1993-10-26,47164,Staff
103539,Jingling,Poulakidas,1990-12-28,57511,Staff
103512,Youjian,Bach,1999-02-23,40000,Staff
103504,Leaf,Axelband,2000-10-15,60597,Staff
210485,Mitchel,Codenie,1986-03-12,98803,Staff
103477,Xiong,Peng,1992-04-26,73525,Staff
103415,Heng,Cronin,2001-10-20,60614,Staff
210496,Abdelwaheb,Karunanithi,1998-11-02,45382,Staff
31414,Arunachalam,Erol,1995-08-12,65407,Staff
31411,Moheb,Zaumen,1996-02-06,58147,Staff
210509,Shichao,Braunschweig,1993-03-28,40000,Staff
103398,Nikolaos,Schreiter,1999-08-13,77932,Staff
103383,Baruch,Speer,1992-07-18,83033,Staff
103375,Khue,Fioravanti,1985-07-04,76982,Staff
14648,IEEE,Lorys,1986-11-16,89209,Staff
31401,Hein,Sigstam,1993-03-31,69819,Staff
103371,Dines,Garnick,1997-11-06,78990,Staff
103369,Xuejia,Mundy,1992-05-16,87791,Staff
103358,Takushi,Legleitner,1987-01-28,62439,Staff
210554,Piyawadee,Beidas,1991-08-24,50035,Staff
250950,Wonhee,Matzke,1994-06-20,40000,Staff
210560,Leah,Yoshizawa,1999-06-18,68637,Staff
210563,Remco,Nastansky,1995-12-22,40000,Staff
210568,Geraldo,Ertl,1996-12-12,56937,Staff
103338,Munir,Wilharm,1985-02-24,40000,Staff
250967,Genki,Pardalos,1986-01-25,59307,Staff
31395,Jayesh,Wursthorn,1998-11-13,50280,Staff
14621,Souichi,Wixon,1987-01-20,66404,Staff
31394,Martial,Lieberherr,1996-06-25,60196,Staff
103305,Sugwoo,Percebois,1997-09-20,68252,Staff
103254,Rafail,Casley,1999-01-27,81437,Staff
210600,Berthier,Tomescu,1999-04-24,56341,Staff
210618,Shunichi,Wolniewicz,1997-01-19,43309,Staff
210620,Anyuan,Bierman,1996-01-13,62398,Staff
31390,Fei,Liedekerke,2001-03-09,40000,Staff
103243,Horward,Muhlberg,1998-09-07,53384,Staff
210637,Mariangiola,Jonsson,1997-07-20,71348,Staff
103232,Huiqun,Merle,1997-05-03,40000,Staff
103208,Charmane,Cannard,1999-05-09,63048,Staff
259583,Kiyomitsu,Swan,1995-07-06,40000,Staff
14611,Marsja,Coors,1997-05-10,86684,Staff
103179,Kristin,Rosay,1996-11-03,76589,Staff
210656,Pranay,Terlouw,1999-06-05,64493,Staff
210657,Zdislav,Erva,1995-04-15,54133,Staff
103173,Tsuneo,Pashtan,1999-12-22,40000,Staff
103169,Zhenhua,Parascandalo,1998-07-17,40000,Staff
31387,Kazuyasu,Segond,1999-06-20,51483,Staff
210671,Serap,Tsukuda,1996-08-21,40000,Staff
14607,Suzette,Selvestrel,1994-06-26,67813,Staff
103164,Valeska,Chiola,1995-02-02,66173,Staff
103157,Wuxu,Ballarin,1995-06-23,48189,Staff
103156,Yahiko,Schiper,1985-07-01,71706,Staff
103143,Irene,Ghelli,1994-06-07,41529,Staff
103124,Ult,Dalton,1998-02-18,78825,Staff
103090,Jamaludin,Kinley,1999-04-24,40000,Staff
103076,Thodoros,Stiles,1987-03-24,78228,Staff
31369,Yishay,Birdsall,1996-02-05,40662,Staff
